=== New Logging Session ===
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: 0.02, 0.00, 0.02 | Gyro: 0.2, 0.1, 0.0 || MPU2 Acc: -0.01, -0.03, -0.01 | Gyro: 0.5, 0.4, 0.4 || Time: 12031 ms
Enc Cnt: 26 | Angle: 6.5° || MPU1 Acc: 0.10, -0.08, -0.44 | Gyro: 0.8, 3.4, -1.0 || MPU2 Acc: 1.32, 0.15, -0.25 | Gyro: -3.9, 0.8, -18.5 || Time: 39182 ms
Enc Cnt: 27 | Angle: 6.7° || MPU1 Acc: -0.01, -0.17, -0.41 | Gyro: 0.8, 3.2, -0.9 || MPU2 Acc: 1.24, 0.20, -0.20 | Gyro: -2.8, 0.2, -18.1 || Time: 39192 ms
Enc Cnt: 27 | Angle: 6.7° || MPU1 Acc: 0.04, -0.18, -0.34 | Gyro: 0.9, 3.6, -0.4 || MPU2 Acc: 1.27, 0.36, 0.01 | Gyro: -3.0, 0.1, -18.4 || Time: 39203 ms
Enc Cnt: 28 | Angle: 7.0° || MPU1 Acc: 0.43, 0.23, 0.01 | Gyro: 0.7, 4.7, -0.5 || MPU2 Acc: 1.24, 0.16, -0.22 | Gyro: -3.4, 0.0, -18.7 || Time: 39213 ms
Enc Cnt: 29 | Angle: 7.2° || MPU1 Acc: -0.77, -1.04, -1.19 | Gyro: 1.5, 0.2, 1.3 || MPU2 Acc: 1.37, 1.05, -1.20 | Gyro: -4.7, -0.1, -20.2 || Time: 39223 ms
Enc Cnt: 30 | Angle: 7.5° || MPU1 Acc: 0.01, -0.09, -0.52 | Gyro: 1.1, 1.4, -0.6 || MPU2 Acc: 1.38, -0.20, -0.12 | Gyro: -1.0, 2.2, -21.0 || Time: 39233 ms
Enc Cnt: 31 | Angle: 7.5° || MPU1 Acc: 0.10, 0.05, -0.44 | Gyro: 1.4, 1.1, -0.6 || MPU2 Acc: 1.47, 0.61, -1.16 | Gyro: -0.6, 0.3, -21.9 || Time: 39243 ms
Enc Cnt: 31 | Angle: 7.7° || MPU1 Acc: -0.25, -0.22, -0.94 | Gyro: 1.6, -1.5, -0.8 || MPU2 Acc: 0.96, -0.04, -1.05 | Gyro: 1.7, 0.3, -23.2 || Time: 39253 ms
Enc Cnt: 32 | Angle: 8.0° || MPU1 Acc: 0.07, -0.16, -0.36 | Gyro: 1.1, -3.8, -0.3 || MPU2 Acc: 1.30, 0.40, -0.32 | Gyro: 4.9, 1.9, -24.4 || Time: 39263 ms
Enc Cnt: 35 | Angle: 8.5° || MPU1 Acc: 0.11, -0.08, -0.25 | Gyro: 0.9, -4.0, -0.6 || MPU2 Acc: 1.13, 0.39, 0.00 | Gyro: 6.1, 1.4, -27.3 || Time: 39284 ms
Enc Cnt: 36 | Angle: 9.0° || MPU1 Acc: 0.09, -0.11, -0.31 | Gyro: 1.2, -4.3, -0.5 || MPU2 Acc: 1.28, 0.43, -0.02 | Gyro: 5.9, 1.1, -29.6 || Time: 39294 ms
Enc Cnt: 37 | Angle: 9.3° || MPU1 Acc: 0.00, -0.10, -0.33 | Gyro: 1.0, -3.4, -0.7 || MPU2 Acc: 1.30, 0.36, -0.08 | Gyro: 6.6, 0.2, -31.7 || Time: 39304 ms
Enc Cnt: 38 | Angle: 9.5° || MPU1 Acc: 0.07, -0.14, -0.43 | Gyro: 1.3, -3.7, -0.6 || MPU2 Acc: 1.47, 0.33, -0.22 | Gyro: 5.9, -0.2, -33.6 || Time: 39314 ms
Enc Cnt: 40 | Angle: 10.0° || MPU1 Acc: 0.01, -0.11, -0.32 | Gyro: 1.2, -4.7, -0.6 || MPU2 Acc: 1.75, 0.27, -0.37 | Gyro: 6.8, 0.6, -34.9 || Time: 39324 ms
Enc Cnt: 41 | Angle: 10.3° || MPU1 Acc: -0.02, -0.20, -0.48 | Gyro: 1.1, -6.0, -0.6 || MPU2 Acc: 1.94, 0.19, -0.35 | Gyro: 8.8, 1.7, -35.4 || Time: 39334 ms
Enc Cnt: 43 | Angle: 10.8° || MPU1 Acc: -0.09, -0.16, -0.45 | Gyro: 0.9, -8.4, -0.5 || MPU2 Acc: 2.17, 0.06, 0.08 | Gyro: 9.7, 3.7, -35.1 || Time: 39345 ms
Enc Cnt: 44 | Angle: 11.0° || MPU1 Acc: 0.24, 0.00, -0.25 | Gyro: 0.9, -8.6, -0.9 || MPU2 Acc: 2.27, 0.34, -0.06 | Gyro: 9.9, 4.4, -34.1 || Time: 39355 ms
Enc Cnt: 45 | Angle: 11.3° || MPU1 Acc: 0.09, -0.14, -0.20 | Gyro: 0.9, -8.6, -0.9 || MPU2 Acc: 2.10, 0.49, 0.31 | Gyro: 8.6, 4.8, -33.5 || Time: 39365 ms
Enc Cnt: 47 | Angle: 11.8° || MPU1 Acc: 0.14, -0.11, -0.16 | Gyro: 0.3, -6.7, -1.0 || MPU2 Acc: 1.94, 0.70, 0.46 | Gyro: 7.4, 3.6, -33.3 || Time: 39375 ms
Enc Cnt: 48 | Angle: 12.0° || MPU1 Acc: 0.15, -0.14, 0.12 | Gyro: -1.8, -3.2, 0.0 || MPU2 Acc: 1.78, 0.87, 0.70 | Gyro: 7.2, 1.3, -33.5 || Time: 39385 ms
Enc Cnt: 50 | Angle: 12.3° || MPU1 Acc: 0.09, -0.04, -0.07 | Gyro: -1.7, -0.5, -0.4 || MPU2 Acc: 1.80, 0.43, 0.53 | Gyro: 3.9, 0.0, -35.5 || Time: 39395 ms
Enc Cnt: 51 | Angle: 12.5° || MPU1 Acc: -0.24, 0.90, -0.75 | Gyro: -0.3, 3.9, -20.6 || MPU2 Acc: 3.03, -3.55, -0.74 | Gyro: 1.1, -6.0, -38.6 || Time: 39405 ms
Enc Cnt: 51 | Angle: 12.8° || MPU1 Acc: 0.14, -0.05, -0.21 | Gyro: 1.6, 0.5, -30.6 || MPU2 Acc: 1.70, 0.69, 0.47 | Gyro: -0.0, -0.1, -40.2 || Time: 39416 ms
Enc Cnt: 51 | Angle: 12.8° || MPU1 Acc: 0.01, -0.19, -0.14 | Gyro: 1.0, 1.7, -30.0 || MPU2 Acc: 2.24, 0.32, -0.12 | Gyro: 0.6, -0.8, -41.1 || Time: 39425 ms
Enc Cnt: 52 | Angle: 13.0° || MPU1 Acc: 0.00, -0.10, -0.25 | Gyro: 1.7, 0.7, -33.1 || MPU2 Acc: 2.42, -0.14, -0.24 | Gyro: 0.9, 0.6, -42.1 || Time: 39435 ms
Enc Cnt: 52 | Angle: 13.0° || MPU1 Acc: -0.39, -0.25, 1.18 | Gyro: 3.0, 0.0, -39.1 || MPU2 Acc: 2.65, -0.82, -0.15 | Gyro: 5.0, 0.9, -43.8 || Time: 39447 ms
Enc Cnt: 52 | Angle: 13.0° || MPU1 Acc: -0.22, 0.11, -0.44 | Gyro: 3.9, -0.4, -49.2 || MPU2 Acc: 2.62, -1.50, -0.13 | Gyro: 7.0, 2.8, -45.3 || Time: 39457 ms
Enc Cnt: 52 | Angle: 13.0° || MPU1 Acc: -0.22, -0.22, -0.26 | Gyro: 5.2, -3.0, -57.1 || MPU2 Acc: 2.47, -0.54, -0.06 | Gyro: 7.7, 4.0, -47.4 || Time: 39467 ms
Enc Cnt: 51 | Angle: 12.8° || MPU1 Acc: -0.63, -0.41, -0.61 | Gyro: 6.3, -1.7, -60.6 || MPU2 Acc: 2.26, -0.57, 0.65 | Gyro: 8.4, 3.3, -49.7 || Time: 39478 ms
Enc Cnt: 51 | Angle: 12.8° || MPU1 Acc: 1.04, -0.11, 0.10 | Gyro: 8.0, -3.8, -67.1 || MPU2 Acc: 2.97, -0.48, -1.13 | Gyro: 5.1, 4.0, -53.3 || Time: 39488 ms
Enc Cnt: 50 | Angle: 12.5° || MPU1 Acc: -0.10, 0.48, -0.93 | Gyro: 7.5, 1.0, -74.2 || MPU2 Acc: 2.05, -1.46, 2.58 | Gyro: 9.8, 4.7, -56.0 || Time: 39498 ms
Enc Cnt: 49 | Angle: 12.3° || MPU1 Acc: -0.51, -0.70, 0.10 | Gyro: 9.9, 0.5, -80.1 || MPU2 Acc: 2.50, -0.55, 1.18 | Gyro: 7.0, 3.1, -60.1 || Time: 39510 ms
Enc Cnt: 48 | Angle: 12.0° || MPU1 Acc: -0.35, -0.71, -0.51 | Gyro: 10.8, 2.1, -85.8 || MPU2 Acc: 2.69, -0.64, 0.26 | Gyro: 6.0, 1.4, -62.9 || Time: 39520 ms
Enc Cnt: 47 | Angle: 11.8° || MPU1 Acc: -0.37, -0.81, -0.38 | Gyro: 11.8, 2.9, -92.7 || MPU2 Acc: 2.64, -0.72, 0.49 | Gyro: 4.2, 2.1, -65.5 || Time: 39530 ms
Enc Cnt: 45 | Angle: 11.5° || MPU1 Acc: -0.59, -1.26, 0.02 | Gyro: 13.0, 5.4, -97.8 || MPU2 Acc: 2.69, -0.40, 0.46 | Gyro: 3.8, 1.0, -68.7 || Time: 39541 ms
Enc Cnt: 44 | Angle: 11.0° || MPU1 Acc: -0.88, -1.29, -0.48 | Gyro: 13.9, 7.7, -105.0 || MPU2 Acc: 2.85, -1.10, 0.68 | Gyro: 4.4, 0.7, -71.9 || Time: 39551 ms
Enc Cnt: 43 | Angle: 10.8° || MPU1 Acc: -1.12, -1.37, -0.57 | Gyro: 14.9, 9.7, -116.2 || MPU2 Acc: 2.59, -2.16, 0.20 | Gyro: 2.6, -1.0, -76.3 || Time: 39561 ms
Enc Cnt: 41 | Angle: 10.3° || MPU1 Acc: -1.05, -1.72, -0.35 | Gyro: 16.5, 9.6, -128.6 || MPU2 Acc: 2.78, -1.58, 0.47 | Gyro: 1.8, -1.3, -82.0 || Time: 39571 ms
Enc Cnt: 38 | Angle: 9.5° || MPU1 Acc: -0.92, -1.90, -0.22 | Gyro: 18.1, 14.2, -139.6 || MPU2 Acc: 2.37, -1.24, 1.22 | Gyro: 0.5, -3.9, -89.2 || Time: 39582 ms
Enc Cnt: 36 | Angle: 9.0° || MPU1 Acc: -0.40, -2.62, -0.54 | Gyro: 21.7, 21.2, -147.9 || MPU2 Acc: 2.95, -1.24, 1.00 | Gyro: -3.6, -5.8, -94.6 || Time: 39592 ms
Enc Cnt: 33 | Angle: 8.5° || MPU1 Acc: -1.17, -3.11, -0.97 | Gyro: 30.2, 30.3, -157.2 || MPU2 Acc: 3.88, -1.47, 0.26 | Gyro: -10.8, 0.8, -103.1 || Time: 39602 ms
Enc Cnt: 30 | Angle: 7.5° || MPU1 Acc: -1.14, -2.51, -0.49 | Gyro: 32.4, 39.9, -173.7 || MPU2 Acc: 4.04, -2.41, 0.51 | Gyro: -10.9, 9.3, -107.6 || Time: 39614 ms
Enc Cnt: 27 | Angle: 6.7° || MPU1 Acc: -1.42, -3.23, -0.97 | Gyro: 36.1, 50.9, -185.0 || MPU2 Acc: 3.50, -2.35, 0.68 | Gyro: -11.2, 29.1, -112.6 || Time: 39624 ms
Enc Cnt: 24 | Angle: 6.0° || MPU1 Acc: -1.91, -4.24, -1.69 | Gyro: 46.8, 51.1, -197.2 || MPU2 Acc: 3.32, -1.94, 0.48 | Gyro: -17.2, -3.7, -122.5 || Time: 39634 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -2.97, -4.90, -2.84 | Gyro: 53.1, 55.5, -208.3 || MPU2 Acc: 2.47, -3.61, -0.33 | Gyro: -21.9, -3.0, -132.2 || Time: 39644 ms
Enc Cnt: 16 | Angle: 4.2° || MPU1 Acc: -3.75, -5.32, -2.15 | Gyro: 56.9, 62.0, -222.3 || MPU2 Acc: 3.32, -5.06, 0.49 | Gyro: -22.7, -4.2, -145.2 || Time: 39654 ms
Enc Cnt: 13 | Angle: 3.2° || MPU1 Acc: -5.77, -6.14, -2.69 | Gyro: 63.1, 68.1, -235.6 || MPU2 Acc: 3.64, -6.93, -0.11 | Gyro: -23.4, -2.6, -162.7 || Time: 39664 ms
Enc Cnt: 10 | Angle: 2.5° || MPU1 Acc: -10.53, -5.77, -2.42 | Gyro: 65.5, 59.9, -235.1 || MPU2 Acc: 3.24, -9.66, -0.14 | Gyro: -16.3, 2.0, -180.9 || Time: 39675 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -6.97, -8.08, -1.47 | Gyro: 65.3, 34.2, -272.3 || MPU2 Acc: 3.80, -9.66, -1.69 | Gyro: 7.4, -2.9, -200.2 || Time: 39684 ms
Enc Cnt: 3 | Angle: 0.8° || MPU1 Acc: -9.65, -7.80, -2.31 | Gyro: 66.6, 14.1, -305.4 || MPU2 Acc: 2.95, -7.65, -1.22 | Gyro: 24.9, -8.0, -222.1 || Time: 39694 ms
Enc Cnt: -1 | Angle: 0.0° || MPU1 Acc: -4.57, -3.54, -2.60 | Gyro: 75.8, 25.8, -292.1 || MPU2 Acc: 2.14, -2.50, -0.32 | Gyro: 19.2, -4.3, -226.1 || Time: 39706 ms
Enc Cnt: -4 | Angle: -0.8° || MPU1 Acc: -3.53, -5.28, -3.48 | Gyro: 83.6, 40.9, -289.0 || MPU2 Acc: 2.44, -1.69, -1.34 | Gyro: 11.1, -4.1, -229.1 || Time: 39715 ms
Enc Cnt: -7 | Angle: -1.5° || MPU1 Acc: -2.11, -4.81, -3.17 | Gyro: 95.6, 55.2, -298.7 || MPU2 Acc: 3.04, -3.07, -2.00 | Gyro: 2.2, 7.3, -231.8 || Time: 39725 ms
Enc Cnt: -12 | Angle: -2.7° || MPU1 Acc: -1.25, -3.04, -1.58 | Gyro: 114.4, 78.6, -305.4 || MPU2 Acc: 3.01, -2.51, -0.11 | Gyro: -8.6, 25.7, -224.2 || Time: 39737 ms
Enc Cnt: -17 | Angle: -4.0° || MPU1 Acc: 1.60, -0.55, -0.69 | Gyro: 134.3, 94.3, -318.4 || MPU2 Acc: 2.55, -1.79, -0.32 | Gyro: -25.0, 45.9, -209.3 || Time: 39747 ms
Enc Cnt: -23 | Angle: -5.7° || MPU1 Acc: 1.88, 1.81, 0.76 | Gyro: 156.7, 96.2, -328.3 || MPU2 Acc: 1.35, 0.51, -1.48 | Gyro: -37.8, 74.6, -186.3 || Time: 39757 ms
Enc Cnt: -31 | Angle: -7.5° || MPU1 Acc: -5.48, -0.31, -3.34 | Gyro: 171.2, 82.3, -284.5 || MPU2 Acc: 0.55, 8.97, -3.70 | Gyro: -47.1, 108.9, -166.7 || Time: 39767 ms
Enc Cnt: -33 | Angle: -8.3° || MPU1 Acc: -10.53, -0.06, -1.12 | Gyro: 171.4, 63.1, -111.2 || MPU2 Acc: 1.39, 16.73, 0.06 | Gyro: -44.9, 158.1, -150.1 || Time: 39777 ms
Enc Cnt: -31 | Angle: -7.7° || MPU1 Acc: -10.53, 7.53, -2.34 | Gyro: 119.6, 41.2, 19.3 || MPU2 Acc: 3.40, 1.62, -5.41 | Gyro: -22.5, 113.4, -85.9 || Time: 39787 ms
Enc Cnt: -27 | Angle: -6.7° || MPU1 Acc: -10.53, 4.67, -0.44 | Gyro: 99.2, -0.7, 111.8 || MPU2 Acc: 2.14, 0.70, -1.94 | Gyro: 8.7, 109.8, -19.5 || Time: 39798 ms
Enc Cnt: -23 | Angle: -5.7° || MPU1 Acc: -5.24, 5.14, -1.07 | Gyro: 75.4, -34.7, 158.5 || MPU2 Acc: -1.22, -2.26, 0.05 | Gyro: 27.8, 100.2, 25.2 || Time: 39807 ms
Enc Cnt: -19 | Angle: -4.7° || MPU1 Acc: -1.55, 3.00, 0.39 | Gyro: 60.7, -63.4, 162.0 || MPU2 Acc: -1.82, -0.70, -1.42 | Gyro: 39.6, 95.3, 51.1 || Time: 39817 ms
Enc Cnt: -14 | Angle: -3.7° || MPU1 Acc: 1.75, 2.67, -0.74 | Gyro: 48.4, -76.2, 170.5 || MPU2 Acc: -3.47, 2.31, 0.57 | Gyro: 47.2, 91.0, 62.1 || Time: 39828 ms
Enc Cnt: -11 | Angle: -2.7° || MPU1 Acc: 5.22, 3.20, -0.46 | Gyro: 36.5, -80.0, 164.4 || MPU2 Acc: -3.75, 4.96, -0.23 | Gyro: 46.6, 78.7, 70.6 || Time: 39838 ms
Enc Cnt: -7 | Angle: -2.0° || MPU1 Acc: 6.03, 2.35, -0.53 | Gyro: 27.4, -69.6, 170.3 || MPU2 Acc: -3.05, 7.71, 0.72 | Gyro: 41.1, 68.4, 77.8 || Time: 39848 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: 7.38, 3.16, -1.13 | Gyro: 15.7, -58.7, 169.4 || MPU2 Acc: -2.24, 7.11, -0.03 | Gyro: 31.1, 54.6, 89.4 || Time: 39858 ms
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: 6.17, 2.48, -1.29 | Gyro: 4.7, -44.9, 174.4 || MPU2 Acc: -1.42, 7.47, 0.40 | Gyro: 21.7, 43.4, 104.5 || Time: 39869 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: 5.82, 2.97, -1.53 | Gyro: -7.1, -36.9, 179.2 || MPU2 Acc: -1.00, 6.37, -0.14 | Gyro: 14.3, 34.6, 121.9 || Time: 39878 ms
Enc Cnt: 3 | Angle: 0.8° || MPU1 Acc: 4.00, 2.30, -1.46 | Gyro: -20.4, -31.7, 189.4 || MPU2 Acc: -0.64, 6.23, -0.22 | Gyro: 7.9, 24.7, 140.2 || Time: 39888 ms
Enc Cnt: 6 | Angle: 1.5° || MPU1 Acc: 2.84, 1.87, -1.73 | Gyro: -37.0, -28.5, 205.0 || MPU2 Acc: -0.73, 4.98, -0.32 | Gyro: 3.4, 11.3, 160.4 || Time: 39900 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: 2.25, 1.30, -1.86 | Gyro: -48.8, -26.3, 216.1 || MPU2 Acc: -0.77, 4.54, -0.44 | Gyro: 1.5, 1.7, 173.7 || Time: 39909 ms
Enc Cnt: 10 | Angle: 2.5° || MPU1 Acc: 2.25, 0.96, -2.08 | Gyro: -62.4, -25.0, 226.8 || MPU2 Acc: -0.53, 4.12, -0.74 | Gyro: -1.7, -9.1, 186.2 || Time: 39919 ms
Enc Cnt: 12 | Angle: 3.0° || MPU1 Acc: 2.20, 0.19, -2.19 | Gyro: -73.5, -21.5, 236.2 || MPU2 Acc: 0.06, 3.96, -0.66 | Gyro: -4.4, -18.7, 197.9 || Time: 39930 ms
Enc Cnt: 14 | Angle: 3.5° || MPU1 Acc: 2.38, -0.45, -2.35 | Gyro: -80.8, -17.7, 241.1 || MPU2 Acc: 0.42, 3.34, -0.90 | Gyro: -6.2, -25.6, 207.0 || Time: 39939 ms
Enc Cnt: 16 | Angle: 4.0° || MPU1 Acc: 2.16, -1.15, -2.29 | Gyro: -86.7, -13.1, 241.4 || MPU2 Acc: 1.11, 2.71, -0.86 | Gyro: -10.7, -31.9, 212.5 || Time: 39949 ms
Enc Cnt: 18 | Angle: 4.5° || MPU1 Acc: 1.76, -1.60, -2.57 | Gyro: -91.0, -7.7, 238.3 || MPU2 Acc: 1.57, 2.08, -0.93 | Gyro: -15.0, -36.6, 217.6 || Time: 39960 ms
Enc Cnt: 19 | Angle: 4.7° || MPU1 Acc: 1.10, -1.74, -2.89 | Gyro: -94.0, -3.6, 235.2 || MPU2 Acc: 2.23, 1.66, -1.07 | Gyro: -18.6, -39.3, 223.4 || Time: 39970 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -0.15, -2.17, -2.99 | Gyro: -95.9, 0.4, 236.7 || MPU2 Acc: 2.99, 1.47, -1.24 | Gyro: -23.7, -39.9, 230.1 || Time: 39980 ms
Enc Cnt: 21 | Angle: 5.2° || MPU1 Acc: -1.62, -2.67, -2.98 | Gyro: -97.6, 3.7, 245.7 || MPU2 Acc: 3.96, 0.75, -1.17 | Gyro: -29.0, -37.7, 241.1 || Time: 39992 ms
Enc Cnt: 22 | Angle: 5.5° || MPU1 Acc: -1.84, -3.23, -2.97 | Gyro: -95.4, 6.2, 250.3 || MPU2 Acc: 4.45, 0.09, -1.31 | Gyro: -33.6, -34.5, 248.0 || Time: 40002 ms
Enc Cnt: 23 | Angle: 5.7° || MPU1 Acc: -1.91, -3.57, -3.03 | Gyro: -90.7, 10.2, 252.4 || MPU2 Acc: 4.44, -0.20, -1.34 | Gyro: -37.9, -29.2, 253.6 || Time: 40012 ms
Enc Cnt: 23 | Angle: 5.7° || MPU1 Acc: -1.86, -3.89, -3.07 | Gyro: -84.8, 14.6, 252.1 || MPU2 Acc: 4.51, -0.53, -1.49 | Gyro: -43.6, -23.5, 256.5 || Time: 40022 ms
Enc Cnt: 23 | Angle: 5.7° || MPU1 Acc: -1.75, -4.29, -3.01 | Gyro: -78.0, 18.9, 246.7 || MPU2 Acc: 4.74, -1.17, -1.55 | Gyro: -49.0, -17.6, 254.5 || Time: 40032 ms
Enc Cnt: 23 | Angle: 5.7° || MPU1 Acc: -1.48, -4.89, -2.96 | Gyro: -70.7, 24.5, 232.8 || MPU2 Acc: 4.40, -1.76, -1.59 | Gyro: -52.9, -14.7, 251.1 || Time: 40042 ms
Enc Cnt: 22 | Angle: 5.5° || MPU1 Acc: -1.20, -5.07, -3.15 | Gyro: -58.7, 32.1, 213.7 || MPU2 Acc: 4.41, -1.91, -1.26 | Gyro: -58.9, -9.2, 241.3 || Time: 40053 ms
Enc Cnt: 21 | Angle: 5.2° || MPU1 Acc: -3.27, -5.04, -3.39 | Gyro: -51.0, 38.8, 202.2 || MPU2 Acc: 5.06, -2.54, -0.99 | Gyro: -66.5, -4.8, 231.7 || Time: 40063 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -5.65, -4.74, -3.80 | Gyro: -48.9, 43.4, 200.2 || MPU2 Acc: 5.35, -3.47, -0.85 | Gyro: -70.8, -3.6, 227.3 || Time: 40073 ms
Enc Cnt: 19 | Angle: 4.7° || MPU1 Acc: -6.43, -4.72, -3.92 | Gyro: -52.0, 43.3, 203.3 || MPU2 Acc: 5.56, -4.36, -0.73 | Gyro: -71.9, -5.1, 229.0 || Time: 40083 ms
Enc Cnt: 18 | Angle: 4.5° || MPU1 Acc: -5.77, -5.27, -3.90 | Gyro: -55.3, 43.4, 199.9 || MPU2 Acc: 5.62, -4.69, -0.72 | Gyro: -73.0, -8.8, 227.2 || Time: 40093 ms
Enc Cnt: 17 | Angle: 4.2° || MPU1 Acc: -4.70, -6.04, -3.52 | Gyro: -55.7, 45.4, 190.7 || MPU2 Acc: 5.88, -4.24, -0.52 | Gyro: -74.6, -11.2, 221.5 || Time: 40103 ms
Enc Cnt: 16 | Angle: 4.0° || MPU1 Acc: -4.29, -6.58, -3.28 | Gyro: -53.9, 50.5, 179.2 || MPU2 Acc: 6.06, -3.80, -0.15 | Gyro: -78.4, -11.9, 214.8 || Time: 40113 ms
Enc Cnt: 14 | Angle: 3.5° || MPU1 Acc: -4.61, -6.50, -2.67 | Gyro: -51.2, 56.2, 169.0 || MPU2 Acc: 5.49, -4.01, 0.31 | Gyro: -82.5, -12.4, 205.2 || Time: 40124 ms
Enc Cnt: 13 | Angle: 3.2° || MPU1 Acc: -5.59, -6.32, -2.17 | Gyro: -50.6, 58.5, 161.0 || MPU2 Acc: 6.16, -4.66, 0.76 | Gyro: -82.7, -13.2, 198.8 || Time: 40133 ms
Enc Cnt: 11 | Angle: 2.7° || MPU1 Acc: -6.85, -6.26, -1.77 | Gyro: -53.0, 56.9, 156.6 || MPU2 Acc: 5.69, -5.21, 1.06 | Gyro: -80.9, -15.4, 195.4 || Time: 40143 ms
Enc Cnt: 10 | Angle: 2.5° || MPU1 Acc: -7.32, -6.50, -1.37 | Gyro: -57.6, 50.2, 153.8 || MPU2 Acc: 5.40, -5.78, 1.00 | Gyro: -74.1, -19.6, 188.8 || Time: 40154 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: -6.51, -6.82, -1.07 | Gyro: -60.8, 42.1, 148.1 || MPU2 Acc: 5.19, -5.81, 0.88 | Gyro: -65.9, -24.0, 180.3 || Time: 40164 ms
Enc Cnt: 7 | Angle: 2.0° || MPU1 Acc: -4.67, -7.30, -0.81 | Gyro: -61.6, 34.1, 137.1 || MPU2 Acc: 5.34, -4.99, 0.89 | Gyro: -57.5, -26.4, 169.7 || Time: 40174 ms
Enc Cnt: 6 | Angle: 1.5° || MPU1 Acc: -2.45, -7.58, -0.93 | Gyro: -59.0, 29.9, 115.9 || MPU2 Acc: 5.24, -3.31, 0.88 | Gyro: -52.7, -28.6, 152.4 || Time: 40186 ms
Enc Cnt: 5 | Angle: 1.3° || MPU1 Acc: -1.47, -7.51, -1.28 | Gyro: -55.7, 32.1, 103.2 || MPU2 Acc: 5.41, -1.04, 0.72 | Gyro: -54.4, -29.1, 138.1 || Time: 40196 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: -1.19, -7.59, -1.25 | Gyro: -56.1, 37.1, 103.0 || MPU2 Acc: 6.03, 0.75, 0.84 | Gyro: -56.3, -31.4, 129.2 || Time: 40206 ms
Enc Cnt: 3 | Angle: 0.8° || MPU1 Acc: -1.66, -8.47, -0.26 | Gyro: -56.8, 41.8, 108.8 || MPU2 Acc: 6.47, 0.39, 1.37 | Gyro: -56.2, -31.4, 121.6 || Time: 40216 ms
Enc Cnt: 3 | Angle: 0.8° || MPU1 Acc: -0.58, -8.58, 0.82 | Gyro: -55.8, 40.2, 104.8 || MPU2 Acc: 5.98, -0.84, 1.58 | Gyro: -52.8, -32.3, 111.4 || Time: 40226 ms
Enc Cnt: 3 | Angle: 0.8° || MPU1 Acc: 0.82, -8.85, 1.85 | Gyro: -53.2, 34.4, 86.3 || MPU2 Acc: 5.54, -1.42, 1.88 | Gyro: -44.0, -33.7, 94.6 || Time: 40236 ms
Enc Cnt: 3 | Angle: 0.8° || MPU1 Acc: 1.43, -9.48, 2.52 | Gyro: -47.8, 25.4, 56.5 || MPU2 Acc: 5.74, -1.19, 2.15 | Gyro: -32.3, -34.2, 71.6 || Time: 40247 ms
Enc Cnt: 3 | Angle: 0.8° || MPU1 Acc: 1.26, -10.14, 2.59 | Gyro: -42.2, 18.4, 34.7 || MPU2 Acc: 6.36, -0.44, 2.25 | Gyro: -22.5, -33.7, 51.3 || Time: 40257 ms
Enc Cnt: 2 | Angle: 0.5° || MPU1 Acc: 0.85, -10.69, 2.55 | Gyro: -35.1, 12.8, 21.2 || MPU2 Acc: 7.06, 0.67, 2.00 | Gyro: -15.5, -30.8, 30.5 || Time: 40267 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: -7.00, -13.32, 2.93 | Gyro: -25.2, -2.6, -27.1 || MPU2 Acc: 8.83, -6.58, -6.55 | Gyro: -7.0, -33.0, 12.8 || Time: 40277 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: -0.12, -9.77, 3.05 | Gyro: -16.7, -12.7, -45.0 || MPU2 Acc: 5.35, -2.85, 2.25 | Gyro: 14.3, -22.3, -10.8 || Time: 40287 ms
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: 0.27, -10.04, 2.98 | Gyro: -5.8, -30.1, -68.0 || MPU2 Acc: 6.93, -1.97, 2.34 | Gyro: 22.4, -12.0, -28.1 || Time: 40297 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.59, -9.53, 1.36 | Gyro: 4.8, -33.4, -90.2 || MPU2 Acc: 6.84, -1.27, 2.57 | Gyro: 25.9, -3.6, -45.5 || Time: 40308 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: 1.19, -8.09, -2.02 | Gyro: 13.2, -29.1, -112.2 || MPU2 Acc: 3.62, -1.71, 4.83 | Gyro: 22.9, 9.3, -54.4 || Time: 40318 ms
