=== New Logging Session ===
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: 0.00, -0.00, 0.01 | Gyro: 0.1, 0.0, -0.2 || MPU2 Acc: -0.02, -0.02, 0.12 | Gyro: -0.3, 0.0, 0.1 || Time: 12029 ms
Enc Cnt: -9 | Angle: -2.2° || MPU1 Acc: 3.58, 4.14, -2.97 | Gyro: -87.3, -30.4, 131.5 || MPU2 Acc: -1.64, 5.06, -3.66 | Gyro: 16.9, -53.3, 141.2 || Time: 24310 ms
Enc Cnt: -9 | Angle: -2.2° || MPU1 Acc: 3.20, 3.61, -2.74 | Gyro: -78.9, -22.3, 147.8 || MPU2 Acc: -1.52, 4.76, -3.50 | Gyro: 5.6, -42.4, 155.4 || Time: 24320 ms
Enc Cnt: -8 | Angle: -2.0° || MPU1 Acc: 2.73, 3.47, -2.53 | Gyro: -72.5, -15.0, 164.3 || MPU2 Acc: -1.66, 4.01, -3.06 | Gyro: -4.8, -31.3, 170.2 || Time: 24330 ms
Enc Cnt: -8 | Angle: -2.0° || MPU1 Acc: 2.08, 3.30, -2.30 | Gyro: -67.1, -8.5, 178.9 || MPU2 Acc: -1.83, 3.64, -2.95 | Gyro: -15.3, -22.5, 184.5 || Time: 24341 ms
Enc Cnt: -8 | Angle: -2.0° || MPU1 Acc: 1.74, 2.75, -1.89 | Gyro: -62.3, -4.0, 190.4 || MPU2 Acc: -1.83, 3.38, -2.65 | Gyro: -21.1, -16.4, 194.6 || Time: 24350 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: 1.28, 2.42, -1.83 | Gyro: -59.5, -0.4, 201.9 || MPU2 Acc: -2.00, 2.85, -2.20 | Gyro: -26.8, -11.8, 205.2 || Time: 24360 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: 0.97, 1.99, -1.80 | Gyro: -57.9, 3.1, 210.3 || MPU2 Acc: -1.67, 2.33, -2.01 | Gyro: -32.6, -8.2, 213.2 || Time: 24370 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: 0.83, 1.28, -1.51 | Gyro: -55.6, 7.0, 215.0 || MPU2 Acc: -1.29, 1.86, -1.77 | Gyro: -37.2, -4.6, 220.2 || Time: 24380 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: 0.22, 0.26, -1.27 | Gyro: -50.0, 10.4, 217.3 || MPU2 Acc: -0.61, 1.38, -1.69 | Gyro: -42.7, 0.8, 224.9 || Time: 24390 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: -0.62, -0.59, -0.99 | Gyro: -42.2, 13.9, 220.2 || MPU2 Acc: 0.01, 0.89, -1.57 | Gyro: -47.4, 8.0, 225.0 || Time: 24400 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: -1.41, -1.05, -1.31 | Gyro: -33.9, 18.6, 224.3 || MPU2 Acc: -0.70, 0.46, -1.36 | Gyro: -53.1, 15.0, 224.7 || Time: 24411 ms
Enc Cnt: -8 | Angle: -2.0° || MPU1 Acc: -2.30, -0.85, -2.34 | Gyro: -32.7, 24.3, 226.2 || MPU2 Acc: -0.06, -0.39, -0.76 | Gyro: -59.3, 15.8, 228.8 || Time: 24421 ms
Enc Cnt: -8 | Angle: -2.0° || MPU1 Acc: -2.82, -0.48, -3.39 | Gyro: -40.9, 30.7, 228.4 || MPU2 Acc: -0.60, -1.27, -0.60 | Gyro: -65.5, 7.9, 230.8 || Time: 24431 ms
Enc Cnt: -8 | Angle: -2.0° || MPU1 Acc: -3.32, -0.36, -4.01 | Gyro: -58.5, 37.4, 225.2 || MPU2 Acc: -0.99, -2.71, -0.28 | Gyro: -70.5, -10.3, 234.2 || Time: 24443 ms
Enc Cnt: -8 | Angle: -2.0° || MPU1 Acc: -4.02, -1.00, -4.61 | Gyro: -76.2, 41.4, 217.5 || MPU2 Acc: -0.98, -3.69, -0.36 | Gyro: -71.7, -30.2, 235.8 || Time: 24452 ms
Enc Cnt: -9 | Angle: -2.2° || MPU1 Acc: -4.39, -1.77, -5.05 | Gyro: -99.5, 42.9, 206.9 || MPU2 Acc: -0.19, -4.79, -0.22 | Gyro: -71.5, -54.6, 235.5 || Time: 24462 ms
Enc Cnt: -10 | Angle: -2.5° || MPU1 Acc: -4.91, -3.35, -4.55 | Gyro: -123.8, 42.1, 190.1 || MPU2 Acc: 1.34, -5.36, -0.33 | Gyro: -67.8, -81.8, 233.4 || Time: 24474 ms
Enc Cnt: -11 | Angle: -2.7° || MPU1 Acc: -5.23, -5.57, -3.29 | Gyro: -135.3, 40.5, 178.0 || MPU2 Acc: 3.23, -5.06, -0.03 | Gyro: -65.0, -97.1, 228.1 || Time: 24484 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: -5.52, -7.46, -1.72 | Gyro: -135.1, 39.7, 168.5 || MPU2 Acc: 5.50, -5.09, 0.29 | Gyro: -62.1, -100.0, 221.7 || Time: 24494 ms
Enc Cnt: -14 | Angle: -3.5° || MPU1 Acc: -5.78, -9.25, -0.69 | Gyro: -124.3, 38.0, 157.3 || MPU2 Acc: 7.32, -5.33, 0.71 | Gyro: -59.8, -90.5, 211.7 || Time: 24506 ms
Enc Cnt: -15 | Angle: -3.7° || MPU1 Acc: -6.05, -10.93, -0.25 | Gyro: -111.6, 35.2, 147.3 || MPU2 Acc: 8.15, -5.69, 0.77 | Gyro: -58.6, -78.7, 198.7 || Time: 24516 ms
Enc Cnt: -16 | Angle: -4.0° || MPU1 Acc: -6.45, -12.17, 0.18 | Gyro: -99.9, 31.9, 135.5 || MPU2 Acc: 9.16, -6.06, 1.27 | Gyro: -52.8, -69.1, 183.8 || Time: 24526 ms
Enc Cnt: -18 | Angle: -4.5° || MPU1 Acc: -6.87, -13.83, 0.72 | Gyro: -87.3, 21.5, 120.2 || MPU2 Acc: 10.76, -6.42, 1.34 | Gyro: -43.3, -57.2, 165.1 || Time: 24539 ms
Enc Cnt: -19 | Angle: -4.7° || MPU1 Acc: -5.80, -14.68, 0.23 | Gyro: -81.5, 10.4, 107.7 || MPU2 Acc: 11.24, -6.17, 1.40 | Gyro: -31.4, -51.9, 152.6 || Time: 24548 ms
Enc Cnt: -20 | Angle: -5.0° || MPU1 Acc: -4.13, -15.94, -0.14 | Gyro: -75.5, -0.7, 94.3 || MPU2 Acc: 12.76, -4.43, 0.52 | Gyro: -18.5, -46.7, 136.1 || Time: 24558 ms
Enc Cnt: -22 | Angle: -5.5° || MPU1 Acc: 0.99, -18.95, -1.53 | Gyro: -50.4, -9.2, 65.2 || MPU2 Acc: 14.45, -0.54, -0.80 | Gyro: -7.5, -28.1, 96.3 || Time: 24579 ms
Enc Cnt: -23 | Angle: -5.7° || MPU1 Acc: 2.50, -18.95, -1.76 | Gyro: -31.5, -2.2, 51.1 || MPU2 Acc: 15.62, 1.52, -1.03 | Gyro: -10.8, -16.7, 69.7 || Time: 24588 ms
Enc Cnt: -23 | Angle: -5.7° || MPU1 Acc: 4.01, -18.95, -1.76 | Gyro: -8.3, 11.4, 38.4 || MPU2 Acc: 16.15, 2.97, -0.58 | Gyro: -18.5, 1.1, 40.4 || Time: 24598 ms
Enc Cnt: -26 | Angle: -6.5° || MPU1 Acc: -3.83, -18.95, 0.43 | Gyro: 46.2, 5.4, -42.1 || MPU2 Acc: 11.84, -8.35, 0.60 | Gyro: -38.7, 2.6, 2.5 || Time: 24609 ms
Enc Cnt: -27 | Angle: -6.7° || MPU1 Acc: 4.09, -18.95, 1.38 | Gyro: 33.9, 27.9, -70.2 || MPU2 Acc: 9.92, 1.09, 2.87 | Gyro: -12.0, 5.3, -42.4 || Time: 24619 ms
Enc Cnt: -29 | Angle: -7.2° || MPU1 Acc: 0.32, -16.50, -1.92 | Gyro: 48.7, 10.6, -96.0 || MPU2 Acc: 10.17, -1.98, 0.70 | Gyro: -2.3, 20.8, -68.4 || Time: 24629 ms
Enc Cnt: -31 | Angle: -7.7° || MPU1 Acc: 1.69, -13.94, 1.97 | Gyro: 55.0, 4.4, -124.7 || MPU2 Acc: 9.56, -1.13, 2.60 | Gyro: 13.4, 20.8, -86.2 || Time: 24641 ms
Enc Cnt: -33 | Angle: -8.3° || MPU1 Acc: 0.68, -13.35, 1.98 | Gyro: 61.6, -6.6, -140.9 || MPU2 Acc: 9.04, 0.01, 1.55 | Gyro: 18.0, 29.3, -97.3 || Time: 24650 ms
Enc Cnt: -36 | Angle: -9.0° || MPU1 Acc: 3.58, -3.23, 4.10 | Gyro: 77.0, -11.2, -158.7 || MPU2 Acc: 3.20, -0.96, 0.46 | Gyro: 14.7, 35.8, -73.6 || Time: 24660 ms
Enc Cnt: -41 | Angle: -10.0° || MPU1 Acc: 10.15, -3.92, -1.02 | Gyro: 74.9, -15.5, -179.8 || MPU2 Acc: 2.36, 2.52, -4.39 | Gyro: 14.2, 46.6, -74.4 || Time: 24670 ms
Enc Cnt: -46 | Angle: -11.3° || MPU1 Acc: 11.10, 1.09, -0.78 | Gyro: 72.5, -7.4, -201.0 || MPU2 Acc: -1.57, 2.77, -3.96 | Gyro: 10.9, 37.7, -75.3 || Time: 24680 ms
Enc Cnt: -52 | Angle: -13.0° || MPU1 Acc: 7.30, 5.80, -1.27 | Gyro: 63.9, 7.6, -224.0 || MPU2 Acc: -6.15, 3.36, 2.76 | Gyro: 11.6, 28.2, -61.2 || Time: 24690 ms
Enc Cnt: -52 | Angle: -13.0° || MPU1 Acc: -10.38, 4.72, -17.87 | Gyro: 14.3, -137.5, -8.5 || MPU2 Acc: 16.56, -9.89, -13.49 | Gyro: -97.7, 11.4, -116.4 || Time: 24701 ms
Enc Cnt: -48 | Angle: -12.0° || MPU1 Acc: -5.72, -0.85, -9.16 | Gyro: -43.9, 34.2, 22.4 || MPU2 Acc: -22.68, 14.01, -0.05 | Gyro: 71.8, -60.4, -104.7 || Time: 24710 ms
Enc Cnt: -42 | Angle: -10.8° || MPU1 Acc: 5.54, 4.12, 0.22 | Gyro: -19.8, -84.9, -6.9 || MPU2 Acc: -0.34, 0.04, 2.94 | Gyro: 37.3, 19.4, -138.0 || Time: 24720 ms
Enc Cnt: -36 | Angle: -9.3° || MPU1 Acc: -6.37, 2.53, -17.87 | Gyro: -26.2, -40.0, 0.4 || MPU2 Acc: 7.90, -3.75, -9.57 | Gyro: 26.4, -34.4, -122.3 || Time: 24731 ms
Enc Cnt: -32 | Angle: -8.3° || MPU1 Acc: -2.40, -0.28, -6.80 | Gyro: -13.6, -14.3, 2.3 || MPU2 Acc: 3.37, 2.04, 1.39 | Gyro: 25.5, -11.4, -88.9 || Time: 24741 ms
Enc Cnt: -29 | Angle: -7.2° || MPU1 Acc: 2.92, -0.02, 7.80 | Gyro: 1.9, 1.9, -3.6 || MPU2 Acc: -1.32, -2.76, 6.47 | Gyro: 15.5, 1.3, -79.3 || Time: 24751 ms
Enc Cnt: -26 | Angle: -6.5° || MPU1 Acc: 1.49, 0.30, 3.16 | Gyro: 2.9, 10.0, 0.5 || MPU2 Acc: -2.19, -0.33, 0.99 | Gyro: 8.5, -9.7, -81.2 || Time: 24761 ms
Enc Cnt: -22 | Angle: -5.7° || MPU1 Acc: 0.07, -0.38, 1.02 | Gyro: 4.3, 12.1, 0.8 || MPU2 Acc: -0.45, -0.15, -0.70 | Gyro: 5.3, -15.7, -79.6 || Time: 24771 ms
Enc Cnt: -19 | Angle: -4.7° || MPU1 Acc: 0.42, 0.19, 0.49 | Gyro: 1.0, 7.9, 0.4 || MPU2 Acc: -0.33, -0.06, -0.10 | Gyro: 4.8, -15.4, -76.7 || Time: 24781 ms
Enc Cnt: -16 | Angle: -4.0° || MPU1 Acc: 0.13, -0.04, -0.05 | Gyro: 0.4, 7.4, 0.3 || MPU2 Acc: 0.06, 0.05, 0.15 | Gyro: 2.8, -14.1, -73.1 || Time: 24791 ms
Enc Cnt: -13 | Angle: -3.2° || MPU1 Acc: 0.07, 0.23, -0.46 | Gyro: -0.5, 8.9, 0.3 || MPU2 Acc: 0.67, -0.09, -0.49 | Gyro: -2.1, -11.5, -65.9 || Time: 24803 ms
Enc Cnt: -11 | Angle: -2.7° || MPU1 Acc: 0.09, 0.24, -0.63 | Gyro: 0.0, 7.7, 0.1 || MPU2 Acc: 1.28, -0.31, -0.68 | Gyro: -3.7, -6.5, -57.9 || Time: 24812 ms
Enc Cnt: -9 | Angle: -2.2° || MPU1 Acc: 0.04, 0.25, -0.75 | Gyro: 0.2, 5.6, -0.4 || MPU2 Acc: 1.11, -0.42, -0.94 | Gyro: -1.9, -2.1, -50.2 || Time: 24822 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: -0.59, -0.48, -0.39 | Gyro: 1.1, 5.4, 0.1 || MPU2 Acc: 0.13, 0.39, -0.88 | Gyro: -2.7, -2.7, -44.6 || Time: 24833 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: 0.34, 0.27, -0.11 | Gyro: 0.1, 6.6, 0.2 || MPU2 Acc: 0.72, 0.07, 0.20 | Gyro: -5.0, -1.8, -40.9 || Time: 24842 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: 0.06, -0.02, -0.81 | Gyro: 0.9, 6.7, 0.7 || MPU2 Acc: 0.61, 0.58, -0.47 | Gyro: -7.5, 0.3, -37.1 || Time: 24852 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: 0.34, 0.10, 0.98 | Gyro: 1.4, 10.6, -0.1 || MPU2 Acc: -0.64, 0.25, 0.07 | Gyro: -8.4, -0.5, -35.1 || Time: 24864 ms
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: 0.04, 0.09, -0.84 | Gyro: 1.6, 9.6, 0.2 || MPU2 Acc: 0.05, -0.23, -0.90 | Gyro: -10.1, -5.5, -35.7 || Time: 24874 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: 0.19, 0.37, -1.01 | Gyro: 0.2, 9.0, -0.1 || MPU2 Acc: 0.85, -0.20, -0.53 | Gyro: -11.7, -2.2, -32.9 || Time: 24884 ms
Enc Cnt: 2 | Angle: 0.5° || MPU1 Acc: 0.05, 0.16, -0.67 | Gyro: 0.3, 8.6, -0.0 || MPU2 Acc: 0.90, -0.01, -0.51 | Gyro: -12.3, 0.5, -29.3 || Time: 24894 ms
Enc Cnt: 3 | Angle: 0.8° || MPU1 Acc: 0.07, 0.20, -0.77 | Gyro: 0.3, 8.1, -0.1 || MPU2 Acc: 0.28, -0.07, -0.65 | Gyro: -13.7, 1.9, -26.8 || Time: 24904 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: 0.04, 0.28, -1.00 | Gyro: 0.3, 8.4, -0.1 || MPU2 Acc: 0.34, -0.06, -0.68 | Gyro: -13.8, 0.9, -25.8 || Time: 24914 ms
Enc Cnt: 5 | Angle: 1.3° || MPU1 Acc: 0.05, 0.19, -1.06 | Gyro: -0.7, 7.5, -0.3 || MPU2 Acc: -0.42, 0.02, -0.96 | Gyro: -12.0, -3.7, -26.2 || Time: 24924 ms
Enc Cnt: 6 | Angle: 1.5° || MPU1 Acc: 0.09, 0.18, -0.63 | Gyro: -0.1, 7.3, 0.1 || MPU2 Acc: 0.14, -0.05, -0.84 | Gyro: -11.2, -4.3, -25.8 || Time: 24935 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: 0.04, 0.15, -0.65 | Gyro: -0.3, 7.2, -0.1 || MPU2 Acc: 0.53, -0.09, -0.93 | Gyro: -10.2, -5.9, -25.3 || Time: 24945 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: 0.10, 0.21, -0.76 | Gyro: -0.2, 6.2, -0.2 || MPU2 Acc: 0.94, -0.10, -0.89 | Gyro: -9.7, -2.9, -22.3 || Time: 24955 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: 0.09, 0.18, -0.88 | Gyro: -0.1, 5.6, -0.1 || MPU2 Acc: 0.77, -0.07, -1.10 | Gyro: -8.1, -1.0, -20.1 || Time: 24965 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: 0.09, 0.11, -0.80 | Gyro: -0.2, 4.1, 0.0 || MPU2 Acc: 0.49, -0.08, -1.01 | Gyro: -7.6, 0.2, -19.0 || Time: 24975 ms
Enc Cnt: 10 | Angle: 2.5° || MPU1 Acc: 0.11, 0.21, -0.85 | Gyro: -0.2, 3.5, -0.3 || MPU2 Acc: 0.47, -0.01, -0.98 | Gyro: -6.6, 0.3, -19.1 || Time: 24985 ms
Enc Cnt: 11 | Angle: 2.7° || MPU1 Acc: 0.09, 0.16, -0.90 | Gyro: -0.3, 3.7, -0.5 || MPU2 Acc: 0.93, -0.10, -0.99 | Gyro: -7.7, 2.3, -17.7 || Time: 24997 ms
Enc Cnt: 11 | Angle: 2.7° || MPU1 Acc: 0.07, 0.20, -1.00 | Gyro: 0.3, 3.7, -0.4 || MPU2 Acc: 0.70, -0.02, -0.77 | Gyro: -6.0, 5.1, -15.5 || Time: 25006 ms
Enc Cnt: 12 | Angle: 3.0° || MPU1 Acc: 0.09, 0.21, -0.88 | Gyro: 0.2, 2.1, -0.5 || MPU2 Acc: 0.21, -0.08, -1.27 | Gyro: -6.1, 3.8, -15.8 || Time: 25016 ms
Enc Cnt: 13 | Angle: 3.2° || MPU1 Acc: -0.00, -0.08, -0.47 | Gyro: 0.3, 2.5, -0.7 || MPU2 Acc: 0.07, 0.12, -1.10 | Gyro: -3.6, 1.9, -18.0 || Time: 25027 ms
Enc Cnt: 13 | Angle: 3.2° || MPU1 Acc: -0.06, -0.13, -0.69 | Gyro: -0.1, 0.4, -0.3 || MPU2 Acc: 0.57, 0.32, -1.38 | Gyro: -2.5, 2.8, -18.7 || Time: 25037 ms
Enc Cnt: 14 | Angle: 3.5° || MPU1 Acc: -0.11, -0.17, -0.31 | Gyro: -0.2, 0.8, -0.7 || MPU2 Acc: 0.36, 0.32, -0.84 | Gyro: -1.5, 3.9, -19.4 || Time: 25047 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: 0.07, 0.23, -1.11 | Gyro: -0.0, -0.9, -0.9 || MPU2 Acc: 0.35, 0.08, -1.25 | Gyro: -1.4, 3.1, -20.9 || Time: 25057 ms
Enc Cnt: 16 | Angle: 4.0° || MPU1 Acc: -0.13, -0.06, -0.84 | Gyro: 1.1, -1.3, -0.7 || MPU2 Acc: 0.16, 0.28, -1.14 | Gyro: -0.4, 3.0, -23.0 || Time: 25068 ms
Enc Cnt: 17 | Angle: 4.2° || MPU1 Acc: -0.46, 0.05, -1.62 | Gyro: -0.0, -4.1, 0.1 || MPU2 Acc: 0.50, 0.17, -1.32 | Gyro: 0.0, 3.7, -24.9 || Time: 25078 ms
Enc Cnt: 18 | Angle: 4.5° || MPU1 Acc: 0.00, 0.15, -0.97 | Gyro: 0.4, -2.9, -0.8 || MPU2 Acc: 0.53, 0.06, -1.12 | Gyro: 0.4, 2.1, -26.4 || Time: 25088 ms
Enc Cnt: 19 | Angle: 4.7° || MPU1 Acc: 0.00, 0.22, -0.83 | Gyro: 0.0, -3.6, -0.3 || MPU2 Acc: 0.63, -0.05, -0.88 | Gyro: 0.7, 3.8, -26.8 || Time: 25098 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -0.12, 0.36, -2.32 | Gyro: -0.1, -4.5, -0.9 || MPU2 Acc: 0.84, 0.18, -1.18 | Gyro: 2.1, 4.6, -26.5 || Time: 25108 ms
Enc Cnt: 21 | Angle: 5.2° || MPU1 Acc: 0.23, 0.13, -0.28 | Gyro: 1.3, -5.0, -0.9 || MPU2 Acc: 0.87, 0.12, -0.83 | Gyro: 1.1, 6.9, -26.6 || Time: 25118 ms
Enc Cnt: 22 | Angle: 5.5° || MPU1 Acc: 0.10, 0.20, -0.73 | Gyro: 0.4, -5.4, -0.9 || MPU2 Acc: 1.06, 0.09, -1.19 | Gyro: 1.6, 6.9, -26.5 || Time: 25130 ms
Enc Cnt: 23 | Angle: 5.7° || MPU1 Acc: 0.10, 0.13, -0.63 | Gyro: 0.2, -6.3, -0.4 || MPU2 Acc: 0.96, 0.31, -1.09 | Gyro: 3.7, 7.1, -26.3 || Time: 25139 ms
Enc Cnt: 24 | Angle: 6.0° || MPU1 Acc: 0.05, 0.31, -0.85 | Gyro: 0.4, -6.1, -1.2 || MPU2 Acc: 0.94, -0.45, -0.75 | Gyro: 2.7, 7.0, -27.2 || Time: 25149 ms
Enc Cnt: 25 | Angle: 6.2° || MPU1 Acc: 0.05, 0.52, -0.81 | Gyro: 3.1, -8.4, -13.2 || MPU2 Acc: 1.32, -1.42, -1.50 | Gyro: 1.3, 7.4, -29.4 || Time: 25159 ms
Enc Cnt: 25 | Angle: 6.2° || MPU1 Acc: 0.15, -0.06, -0.50 | Gyro: 3.6, -7.1, -12.6 || MPU2 Acc: 0.51, 1.06, -0.53 | Gyro: 2.0, 6.9, -30.7 || Time: 25169 ms
Enc Cnt: 26 | Angle: 6.5° || MPU1 Acc: 0.07, 0.59, -0.71 | Gyro: 3.5, -2.2, -18.5 || MPU2 Acc: 0.88, -1.26, -0.79 | Gyro: 0.0, 2.6, -32.2 || Time: 25179 ms
Enc Cnt: 26 | Angle: 6.5° || MPU1 Acc: -0.01, 0.24, -1.17 | Gyro: 5.8, -3.0, -26.2 || MPU2 Acc: 1.01, -0.37, -0.73 | Gyro: -3.2, 4.5, -33.5 || Time: 25189 ms
Enc Cnt: 26 | Angle: 6.5° || MPU1 Acc: 0.26, 0.90, -0.02 | Gyro: 6.8, 6.8, -33.0 || MPU2 Acc: 0.22, -2.26, 0.53 | Gyro: -1.2, 2.3, -34.5 || Time: 25200 ms
Enc Cnt: 26 | Angle: 6.5° || MPU1 Acc: -0.04, 1.35, -0.76 | Gyro: 12.2, 3.5, -55.0 || MPU2 Acc: 0.62, -4.40, -1.95 | Gyro: -2.3, 5.4, -40.2 || Time: 25210 ms
Enc Cnt: 25 | Angle: 6.2° || MPU1 Acc: 0.20, 0.43, -0.31 | Gyro: 15.7, 1.5, -69.8 || MPU2 Acc: -0.21, -1.05, -0.60 | Gyro: -0.8, 6.9, -48.0 || Time: 25220 ms
Enc Cnt: 24 | Angle: 6.0° || MPU1 Acc: -0.16, 0.04, -0.89 | Gyro: 16.5, 5.1, -76.4 || MPU2 Acc: 0.56, -1.04, -0.82 | Gyro: 2.8, 3.0, -54.4 || Time: 25230 ms
Enc Cnt: 23 | Angle: 5.7° || MPU1 Acc: -0.25, 0.31, -0.15 | Gyro: 19.4, 7.8, -89.6 || MPU2 Acc: 0.49, -2.33, -0.45 | Gyro: 4.1, 2.6, -59.0 || Time: 25240 ms
Enc Cnt: 21 | Angle: 5.2° || MPU1 Acc: -0.51, -0.18, 0.23 | Gyro: 23.0, 9.7, -102.9 || MPU2 Acc: 0.47, -2.21, -0.26 | Gyro: 5.2, 2.1, -64.9 || Time: 25250 ms
Enc Cnt: 19 | Angle: 4.7° || MPU1 Acc: -1.63, -0.54, -1.00 | Gyro: 23.1, 12.0, -117.1 || MPU2 Acc: -0.77, -2.24, -0.99 | Gyro: 6.7, -1.4, -72.4 || Time: 25262 ms
Enc Cnt: 17 | Angle: 4.2° || MPU1 Acc: -1.60, -0.48, -2.34 | Gyro: 22.6, 10.7, -124.4 || MPU2 Acc: 0.66, -2.58, -0.75 | Gyro: 5.4, 1.0, -79.8 || Time: 25271 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: -0.34, -0.26, -1.66 | Gyro: 26.0, 12.7, -139.8 || MPU2 Acc: -0.13, -2.35, 0.27 | Gyro: 4.9, -1.2, -87.0 || Time: 25281 ms
Enc Cnt: 13 | Angle: 3.2° || MPU1 Acc: -0.71, -1.34, -0.72 | Gyro: 25.1, 22.5, -153.2 || MPU2 Acc: 0.22, -1.81, 0.12 | Gyro: 2.0, -7.5, -98.1 || Time: 25291 ms
Enc Cnt: 10 | Angle: 2.5° || MPU1 Acc: -0.94, -3.56, -1.94 | Gyro: 33.6, 36.1, -164.1 || MPU2 Acc: 2.55, -1.35, 0.56 | Gyro: -11.3, -7.8, -114.4 || Time: 25301 ms
Enc Cnt: 7 | Angle: 2.0° || MPU1 Acc: -1.69, -0.95, -1.19 | Gyro: 42.3, 39.7, -184.2 || MPU2 Acc: 1.70, -5.25, 0.56 | Gyro: -18.5, 4.5, -120.2 || Time: 25311 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: -2.82, -3.54, -1.55 | Gyro: 44.0, 43.8, -205.3 || MPU2 Acc: -0.43, -4.48, 0.16 | Gyro: -19.4, 2.1, -138.4 || Time: 25322 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: -2.99, -3.16, -2.11 | Gyro: 52.3, 52.2, -228.0 || MPU2 Acc: 0.32, -5.61, -0.35 | Gyro: -24.3, 3.2, -157.3 || Time: 25332 ms
Enc Cnt: -3 | Angle: -0.5° || MPU1 Acc: -4.79, -4.93, -2.86 | Gyro: 53.1, 64.4, -247.2 || MPU2 Acc: 0.65, -5.42, 1.37 | Gyro: -28.3, 2.2, -179.7 || Time: 25342 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: -6.84, -6.29, -3.12 | Gyro: 52.2, 75.5, -267.5 || MPU2 Acc: 0.31, -8.23, 2.47 | Gyro: -29.7, -2.8, -205.1 || Time: 25352 ms
Enc Cnt: -9 | Angle: -2.2° || MPU1 Acc: -10.15, -5.33, -3.79 | Gyro: 54.0, 84.5, -289.0 || MPU2 Acc: 0.67, -9.89, -0.62 | Gyro: -27.1, -2.9, -231.5 || Time: 25362 ms
Enc Cnt: -11 | Angle: -2.7° || MPU1 Acc: -10.38, -9.09, -3.07 | Gyro: 50.6, 76.1, -301.0 || MPU2 Acc: 0.44, -9.89, 0.32 | Gyro: -14.2, -12.5, -262.9 || Time: 25372 ms
Enc Cnt: -13 | Angle: -3.2° || MPU1 Acc: -10.38, -6.41, -0.73 | Gyro: 40.5, 43.1, -315.4 || MPU2 Acc: 2.37, -9.89, -1.88 | Gyro: 19.7, -28.2, -282.2 || Time: 25382 ms
Enc Cnt: -15 | Angle: -3.7° || MPU1 Acc: -8.19, -5.17, -1.60 | Gyro: 35.0, 4.8, -370.0 || MPU2 Acc: 0.17, -9.89, -2.15 | Gyro: 51.5, -36.8, -302.2 || Time: 25393 ms
Enc Cnt: -18 | Angle: -4.5° || MPU1 Acc: -10.38, -4.55, -2.74 | Gyro: 41.7, 6.4, -400.0 || MPU2 Acc: -0.68, -9.71, -1.98 | Gyro: 53.0, -30.5, -322.7 || Time: 25402 ms
Enc Cnt: -21 | Angle: -5.2° || MPU1 Acc: -6.57, 6.98, -9.09 | Gyro: 53.2, 43.2, -380.9 || MPU2 Acc: -6.03, -5.61, -1.76 | Gyro: 33.8, -32.8, -301.7 || Time: 25412 ms
Enc Cnt: -24 | Angle: -6.0° || MPU1 Acc: -7.91, 0.22, -3.71 | Gyro: 69.0, 78.4, -344.5 || MPU2 Acc: 0.58, -2.54, -1.35 | Gyro: 3.8, -9.3, -289.8 || Time: 25423 ms
Enc Cnt: -28 | Angle: -6.7° || MPU1 Acc: -0.75, 4.05, -1.57 | Gyro: 102.2, 110.0, -353.7 || MPU2 Acc: -1.93, -4.12, -2.84 | Gyro: -20.3, 11.5, -270.4 || Time: 25433 ms
Enc Cnt: -34 | Angle: -8.3° || MPU1 Acc: 10.67, 7.07, 2.23 | Gyro: 159.8, 133.9, -389.7 || MPU2 Acc: -3.99, -4.42, -0.74 | Gyro: -46.2, 47.4, -247.4 || Time: 25443 ms
