=== New Logging Session ===
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.02, 0.05, -0.14 | Gyro: -0.2, 0.0, 0.1 || MPU2 Acc: 0.08, 0.05, -0.04 | Gyro: -0.3, -0.1, 0.3 || Time: 12006 ms
Enc Cnt: -49 | Angle: -12.3° || MPU1 Acc: -4.21, -0.22, 1.15 | Gyro: 12.5, -44.6, 64.0 || MPU2 Acc: 2.18, 1.66, 0.03 | Gyro: 35.1, 32.1, 27.0 || Time: 18747 ms
Enc Cnt: -47 | Angle: -11.8° || MPU1 Acc: 1.33, -0.98, 1.71 | Gyro: 11.2, -59.7, 93.6 || MPU2 Acc: 0.91, 3.12, 0.34 | Gyro: 40.1, 37.2, 47.3 || Time: 18758 ms
Enc Cnt: -45 | Angle: -11.3° || MPU1 Acc: 2.00, -2.13, 0.96 | Gyro: 12.9, -63.9, 106.8 || MPU2 Acc: 1.07, 4.57, 0.43 | Gyro: 42.1, 43.7, 56.8 || Time: 18768 ms
Enc Cnt: -43 | Angle: -10.8° || MPU1 Acc: 3.63, -2.68, 1.94 | Gyro: 17.5, -61.1, 115.9 || MPU2 Acc: 0.64, 4.99, 1.19 | Gyro: 39.5, 47.4, 60.8 || Time: 18778 ms
Enc Cnt: -42 | Angle: -10.5° || MPU1 Acc: 4.14, -2.70, 2.00 | Gyro: 25.2, -61.3, 121.5 || MPU2 Acc: 1.82, 5.55, 0.74 | Gyro: 34.9, 64.2, 65.5 || Time: 18790 ms
Enc Cnt: -41 | Angle: -10.3° || MPU1 Acc: 4.63, -2.41, 2.42 | Gyro: 33.5, -54.4, 127.8 || MPU2 Acc: 0.92, 6.08, 0.27 | Gyro: 27.6, 68.7, 71.5 || Time: 18800 ms
Enc Cnt: -39 | Angle: -9.8° || MPU1 Acc: 3.14, -2.15, 1.93 | Gyro: 39.3, -54.1, 141.6 || MPU2 Acc: 0.93, 5.86, 0.16 | Gyro: 22.3, 65.8, 80.3 || Time: 18810 ms
Enc Cnt: -38 | Angle: -9.5° || MPU1 Acc: 1.02, -1.94, 2.17 | Gyro: 44.2, -52.7, 169.6 || MPU2 Acc: 0.75, 5.90, 0.81 | Gyro: 19.0, 57.6, 93.7 || Time: 18821 ms
Enc Cnt: -36 | Angle: -9.0° || MPU1 Acc: 0.30, -1.51, 2.25 | Gyro: 46.3, -55.5, 197.8 || MPU2 Acc: 0.85, 5.40, 0.29 | Gyro: 15.5, 56.9, 108.2 || Time: 18830 ms
Enc Cnt: -31 | Angle: -8.0° || MPU1 Acc: 0.02, -1.06, 3.73 | Gyro: 42.9, -53.8, 226.2 || MPU2 Acc: 3.75, 5.05, 1.78 | Gyro: 17.1, 95.8, 126.9 || Time: 18840 ms
Enc Cnt: -26 | Angle: -6.7° || MPU1 Acc: 0.49, -0.73, 1.14 | Gyro: 38.2, -64.1, 255.2 || MPU2 Acc: 1.33, 3.93, 1.80 | Gyro: 15.2, 98.0, 155.7 || Time: 18852 ms
Enc Cnt: -22 | Angle: -5.7° || MPU1 Acc: 0.72, -1.10, 1.13 | Gyro: 31.5, -70.6, 272.5 || MPU2 Acc: 0.38, 3.74, 1.77 | Gyro: 12.5, 98.2, 174.5 || Time: 18862 ms
Enc Cnt: -18 | Angle: -4.7° || MPU1 Acc: 2.25, -1.56, 1.40 | Gyro: 24.5, -62.7, 279.5 || MPU2 Acc: -1.23, 3.79, 0.48 | Gyro: 9.5, 91.7, 184.1 || Time: 18872 ms
Enc Cnt: -14 | Angle: -3.7° || MPU1 Acc: 3.25, -1.87, 0.48 | Gyro: 14.8, -58.3, 279.7 || MPU2 Acc: -1.55, 3.77, 1.20 | Gyro: 8.4, 79.9, 186.4 || Time: 18883 ms
Enc Cnt: -11 | Angle: -2.7° || MPU1 Acc: 3.24, -1.93, 0.03 | Gyro: 6.0, -50.3, 276.0 || MPU2 Acc: -1.61, 3.95, 1.36 | Gyro: 4.8, 68.7, 187.7 || Time: 18893 ms
Enc Cnt: -7 | Angle: -2.0° || MPU1 Acc: 2.77, -1.60, -0.42 | Gyro: -7.3, -40.2, 273.4 || MPU2 Acc: -1.16, 3.54, 1.95 | Gyro: -0.6, 54.7, 189.6 || Time: 18903 ms
Enc Cnt: -3 | Angle: -1.0° || MPU1 Acc: 1.79, -1.12, -0.84 | Gyro: -25.7, -31.0, 272.7 || MPU2 Acc: -0.82, 2.72, 1.62 | Gyro: -5.7, 35.5, 197.3 || Time: 18915 ms
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: 1.54, -1.07, -0.86 | Gyro: -41.5, -23.6, 270.4 || MPU2 Acc: -0.50, 2.09, 1.44 | Gyro: -10.0, 18.7, 204.1 || Time: 18925 ms
Enc Cnt: 2 | Angle: 0.5° || MPU1 Acc: 1.53, -1.48, -0.77 | Gyro: -55.6, -15.3, 264.1 || MPU2 Acc: -0.33, 1.69, 1.23 | Gyro: -12.6, 2.7, 208.1 || Time: 18935 ms
Enc Cnt: 5 | Angle: 1.0° || MPU1 Acc: 1.01, -2.47, -1.16 | Gyro: -64.7, -7.9, 255.3 || MPU2 Acc: 0.71, 1.48, 1.03 | Gyro: -16.0, -10.9, 209.9 || Time: 18945 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: 0.55, -3.31, -0.40 | Gyro: -69.7, 1.7, 243.8 || MPU2 Acc: 2.14, 1.32, 1.45 | Gyro: -21.4, -20.4, 208.4 || Time: 18957 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: -0.13, -3.59, -0.31 | Gyro: -71.1, 6.2, 235.1 || MPU2 Acc: 2.32, 0.78, 1.43 | Gyro: -24.7, -24.2, 205.8 || Time: 18966 ms
Enc Cnt: 10 | Angle: 2.5° || MPU1 Acc: -0.64, -3.32, -0.52 | Gyro: -74.0, 11.1, 224.5 || MPU2 Acc: 2.28, 0.12, 1.21 | Gyro: -26.1, -29.6, 203.3 || Time: 18976 ms
Enc Cnt: 11 | Angle: 2.7° || MPU1 Acc: -1.26, -2.58, -1.18 | Gyro: -80.9, 14.8, 215.0 || MPU2 Acc: 1.55, -0.15, 0.82 | Gyro: -26.9, -40.0, 199.1 || Time: 18989 ms
Enc Cnt: 13 | Angle: 3.0° || MPU1 Acc: -1.47, -1.82, -1.69 | Gyro: -88.7, 19.5, 212.0 || MPU2 Acc: 1.41, -0.11, 0.70 | Gyro: -29.1, -50.3, 197.7 || Time: 18998 ms
Enc Cnt: 14 | Angle: 3.2° || MPU1 Acc: -1.33, -1.37, -1.87 | Gyro: -97.7, 26.7, 208.8 || MPU2 Acc: 1.53, -0.26, 0.43 | Gyro: -31.3, -60.0, 200.4 || Time: 19008 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: -1.26, -1.20, -1.91 | Gyro: -107.1, 35.3, 205.5 || MPU2 Acc: 1.36, -0.53, 0.32 | Gyro: -35.9, -73.0, 202.1 || Time: 19020 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: -1.31, -1.39, -2.03 | Gyro: -114.2, 41.0, 199.4 || MPU2 Acc: 1.26, -0.73, -0.11 | Gyro: -37.9, -81.9, 203.7 || Time: 19030 ms
Enc Cnt: 16 | Angle: 4.0° || MPU1 Acc: -1.15, -1.25, -1.95 | Gyro: -119.5, 46.7, 190.2 || MPU2 Acc: 1.32, -1.01, -0.18 | Gyro: -40.2, -89.3, 201.1 || Time: 19040 ms
Enc Cnt: 16 | Angle: 4.0° || MPU1 Acc: -1.36, -1.24, -1.92 | Gyro: -123.5, 50.4, 181.5 || MPU2 Acc: 1.31, -1.03, -0.32 | Gyro: -41.6, -97.0, 198.1 || Time: 19051 ms
Enc Cnt: 16 | Angle: 4.0° || MPU1 Acc: -1.73, -1.24, -1.66 | Gyro: -125.4, 54.0, 174.3 || MPU2 Acc: 1.57, -1.23, -0.27 | Gyro: -41.8, -100.8, 196.4 || Time: 19061 ms
Enc Cnt: 16 | Angle: 4.0° || MPU1 Acc: -2.26, -1.30, -1.25 | Gyro: -124.9, 55.1, 168.6 || MPU2 Acc: 1.95, -1.59, -0.22 | Gyro: -43.2, -100.8, 194.1 || Time: 19071 ms
Enc Cnt: 16 | Angle: 4.0° || MPU1 Acc: -2.70, -1.74, -0.27 | Gyro: -118.4, 53.8, 161.5 || MPU2 Acc: 2.59, -1.87, -0.03 | Gyro: -43.4, -95.1, 189.6 || Time: 19082 ms
Enc Cnt: 16 | Angle: 4.0° || MPU1 Acc: -3.11, -1.82, 0.47 | Gyro: -105.4, 51.7, 154.8 || MPU2 Acc: 3.40, -2.13, 0.13 | Gyro: -43.9, -83.8, 185.7 || Time: 19092 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: -3.22, -2.72, 1.39 | Gyro: -87.8, 47.5, 149.4 || MPU2 Acc: 4.43, -1.86, 0.61 | Gyro: -45.7, -66.4, 183.0 || Time: 19102 ms
Enc Cnt: 14 | Angle: 3.5° || MPU1 Acc: -4.55, -3.27, 2.36 | Gyro: -61.2, 40.6, 145.6 || MPU2 Acc: 5.13, -2.38, 0.92 | Gyro: -49.0, -39.0, 177.0 || Time: 19114 ms
Enc Cnt: 13 | Angle: 3.2° || MPU1 Acc: -5.71, -3.55, 2.44 | Gyro: -37.5, 33.5, 145.2 || MPU2 Acc: 5.34, -2.83, 0.95 | Gyro: -49.2, -15.2, 170.6 || Time: 19123 ms
Enc Cnt: 12 | Angle: 3.0° || MPU1 Acc: -6.34, -3.75, 2.71 | Gyro: -12.3, 24.6, 147.7 || MPU2 Acc: 5.45, -3.02, 0.84 | Gyro: -48.8, 10.3, 165.0 || Time: 19133 ms
Enc Cnt: 11 | Angle: 2.7° || MPU1 Acc: -6.03, -4.19, 2.85 | Gyro: 17.1, 13.3, 151.0 || MPU2 Acc: 5.51, -3.24, 1.09 | Gyro: -47.0, 40.7, 155.4 || Time: 19145 ms
Enc Cnt: 11 | Angle: 2.7° || MPU1 Acc: -5.15, -4.85, 2.36 | Gyro: 40.5, 4.4, 148.9 || MPU2 Acc: 5.63, -2.95, 0.74 | Gyro: -47.0, 64.0, 144.3 || Time: 19155 ms
Enc Cnt: 10 | Angle: 2.5° || MPU1 Acc: -3.66, -5.33, 1.89 | Gyro: 63.2, -0.9, 141.7 || MPU2 Acc: 5.37, -2.10, 0.55 | Gyro: -47.7, 85.3, 130.4 || Time: 19165 ms
Enc Cnt: 10 | Angle: 2.5° || MPU1 Acc: -2.26, -5.31, 0.85 | Gyro: 84.6, -3.2, 129.0 || MPU2 Acc: 4.76, -1.48, 0.41 | Gyro: -51.1, 102.9, 113.7 || Time: 19176 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: -1.35, -4.91, 0.23 | Gyro: 98.3, -1.7, 114.8 || MPU2 Acc: 4.05, -0.96, 0.29 | Gyro: -55.5, 113.9, 99.0 || Time: 19186 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: -0.80, -4.29, -0.57 | Gyro: 104.7, 2.7, 101.1 || MPU2 Acc: 3.08, -0.56, 0.30 | Gyro: -59.5, 116.0, 85.0 || Time: 19196 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: -0.66, -3.52, -1.08 | Gyro: 104.7, 8.6, 88.3 || MPU2 Acc: 2.49, -0.41, 0.23 | Gyro: -61.8, 112.4, 73.4 || Time: 19206 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -0.91, -2.78, -1.23 | Gyro: 97.5, 15.9, 80.1 || MPU2 Acc: 1.96, -0.26, 0.70 | Gyro: -64.0, 102.5, 65.9 || Time: 19217 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -0.70, -2.63, -0.87 | Gyro: 87.1, 21.8, 74.1 || MPU2 Acc: 1.74, -0.29, 1.26 | Gyro: -65.0, 90.0, 61.1 || Time: 19226 ms
Enc Cnt: 6 | Angle: 1.5° || MPU1 Acc: -0.12, -2.73, -0.15 | Gyro: 75.2, 25.9, 63.3 || MPU2 Acc: 1.43, -0.53, 1.52 | Gyro: -62.1, 76.6, 54.6 || Time: 19236 ms
Enc Cnt: 5 | Angle: 1.3° || MPU1 Acc: -0.04, -2.88, 0.66 | Gyro: 60.5, 26.7, 42.9 || MPU2 Acc: 1.04, -0.89, 1.77 | Gyro: -54.5, 60.0, 41.7 || Time: 19249 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: -0.34, -2.79, 1.18 | Gyro: 51.2, 24.2, 28.5 || MPU2 Acc: 0.92, -0.83, 1.72 | Gyro: -47.1, 49.5, 31.3 || Time: 19258 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: -0.68, -2.34, 1.46 | Gyro: 41.8, 20.9, 18.1 || MPU2 Acc: 0.79, -0.34, 1.96 | Gyro: -38.8, 39.3, 21.7 || Time: 19268 ms
Enc Cnt: 3 | Angle: 0.8° || MPU1 Acc: -0.59, -1.76, 1.40 | Gyro: 32.1, 17.7, 12.2 || MPU2 Acc: 0.58, -0.07, 1.99 | Gyro: -31.5, 28.9, 15.1 || Time: 19279 ms
Enc Cnt: 2 | Angle: 0.8° || MPU1 Acc: -0.03, -1.39, 1.31 | Gyro: 23.4, 15.2, 7.0 || MPU2 Acc: 0.18, 0.13, 1.83 | Gyro: -25.3, 20.2, 10.8 || Time: 19288 ms
Enc Cnt: 2 | Angle: 0.5° || MPU1 Acc: 0.54, -1.02, 1.07 | Gyro: 13.6, 12.5, 0.4 || MPU2 Acc: -0.28, 0.34, 1.58 | Gyro: -18.7, 11.0, 6.3 || Time: 19298 ms
Enc Cnt: 2 | Angle: 0.5° || MPU1 Acc: 1.05, -0.73, 0.66 | Gyro: 1.3, 11.9, -7.2 || MPU2 Acc: -0.62, 1.10, 1.36 | Gyro: -12.9, -2.4, 0.8 || Time: 19311 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: 0.98, -0.62, 0.66 | Gyro: -7.4, 13.3, -9.7 || MPU2 Acc: -0.44, 1.28, 1.31 | Gyro: -11.0, -12.4, -1.4 || Time: 19320 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: 1.15, -0.79, 0.64 | Gyro: -17.1, 14.2, -13.1 || MPU2 Acc: -0.38, 1.05, 1.17 | Gyro: -7.3, -22.4, -4.0 || Time: 19330 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: 1.28, -1.16, 0.76 | Gyro: -25.8, 14.3, -20.7 || MPU2 Acc: -0.25, 0.90, 1.07 | Gyro: -3.0, -32.5, -8.7 || Time: 19341 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: 1.27, -1.46, 0.75 | Gyro: -32.5, 13.8, -28.1 || MPU2 Acc: -0.12, 0.87, 1.07 | Gyro: 0.5, -40.7, -14.5 || Time: 19351 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: 1.21, -1.79, 0.80 | Gyro: -38.7, 12.6, -35.6 || MPU2 Acc: 0.20, 0.97, 1.01 | Gyro: 4.4, -48.0, -21.0 || Time: 19361 ms
Enc Cnt: -3 | Angle: -0.5° || MPU1 Acc: -10.46, -17.51, 21.61 | Gyro: -39.2, -9.1, -126.9 || MPU2 Acc: 15.37, -10.15, -20.32 | Gyro: -0.6, -60.3, -44.0 || Time: 19371 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: 9.67, -5.07, 8.87 | Gyro: -24.1, -39.7, -140.6 || MPU2 Acc: -5.62, 6.57, -0.40 | Gyro: 53.5, -48.3, -62.6 || Time: 19382 ms
Enc Cnt: -8 | Angle: -2.0° || MPU1 Acc: 13.97, 10.63, -4.17 | Gyro: -17.0, -19.4, -170.1 || MPU2 Acc: -5.15, -6.17, -1.17 | Gyro: 34.8, -31.9, -46.5 || Time: 19392 ms
Enc Cnt: -13 | Angle: -3.2° || MPU1 Acc: 3.92, 4.03, 2.04 | Gyro: -23.4, -12.1, -184.3 || MPU2 Acc: -5.82, -3.11, 1.17 | Gyro: 30.2, -34.1, -48.6 || Time: 19402 ms
Enc Cnt: -18 | Angle: -4.2° || MPU1 Acc: 8.48, 3.65, 4.86 | Gyro: -28.2, 1.3, -179.8 || MPU2 Acc: -6.99, 4.01, -2.62 | Gyro: 25.0, -63.1, -63.2 || Time: 19413 ms
Enc Cnt: -21 | Angle: -5.2° || MPU1 Acc: -1.52, 1.73, -1.99 | Gyro: -41.0, 4.0, -163.6 || MPU2 Acc: -3.82, -0.86, -2.27 | Gyro: 16.2, -66.9, -71.3 || Time: 19423 ms
Enc Cnt: -24 | Angle: -6.0° || MPU1 Acc: 0.48, 1.65, 0.03 | Gyro: -46.7, 17.4, -161.7 || MPU2 Acc: -3.99, 0.23, 0.55 | Gyro: 13.5, -75.7, -74.0 || Time: 19433 ms
Enc Cnt: -28 | Angle: -6.7° || MPU1 Acc: 0.40, 1.30, 0.11 | Gyro: -49.4, 16.6, -159.8 || MPU2 Acc: -2.18, -0.07, -0.31 | Gyro: 7.1, -77.8, -70.2 || Time: 19445 ms
Enc Cnt: -31 | Angle: -7.5° || MPU1 Acc: -1.24, 0.56, -0.35 | Gyro: -49.8, 21.4, -157.0 || MPU2 Acc: -3.08, -0.25, 0.30 | Gyro: 4.8, -77.4, -69.9 || Time: 19455 ms
Enc Cnt: -33 | Angle: -8.3° || MPU1 Acc: -1.33, 0.11, 0.58 | Gyro: -49.7, 21.5, -148.9 || MPU2 Acc: -2.71, -0.71, -0.37 | Gyro: 3.2, -78.3, -73.7 || Time: 19465 ms
Enc Cnt: -36 | Angle: -9.0° || MPU1 Acc: 0.16, 0.14, 2.07 | Gyro: -43.6, 15.1, -141.6 || MPU2 Acc: -2.31, 0.38, 0.65 | Gyro: 7.5, -72.8, -75.8 || Time: 19477 ms
Enc Cnt: -38 | Angle: -9.5° || MPU1 Acc: -0.55, -0.00, 0.27 | Gyro: -41.8, 15.4, -141.4 || MPU2 Acc: -1.81, 0.09, 0.00 | Gyro: 6.3, -67.8, -75.4 || Time: 19487 ms
Enc Cnt: -40 | Angle: -10.0° || MPU1 Acc: 0.06, -0.06, 0.39 | Gyro: -41.3, 16.2, -140.9 || MPU2 Acc: -1.65, -0.13, -0.21 | Gyro: 7.1, -66.7, -74.9 || Time: 19497 ms
Enc Cnt: -43 | Angle: -10.8° || MPU1 Acc: 1.34, 0.32, -0.12 | Gyro: -39.5, 13.8, -143.3 || MPU2 Acc: -1.90, -0.18, -0.67 | Gyro: 5.8, -64.4, -72.6 || Time: 19508 ms
Enc Cnt: -45 | Angle: -11.3° || MPU1 Acc: 0.17, 0.13, -0.53 | Gyro: -42.0, 13.7, -146.5 || MPU2 Acc: -2.93, -0.66, -0.48 | Gyro: 7.4, -68.1, -72.6 || Time: 19517 ms
Enc Cnt: -47 | Angle: -11.8° || MPU1 Acc: -4.17, -1.88, -0.32 | Gyro: -45.0, 7.3, -136.0 || MPU2 Acc: -2.19, -1.01, -1.61 | Gyro: 13.9, -69.6, -77.6 || Time: 19527 ms
Enc Cnt: -48 | Angle: -12.0° || MPU1 Acc: -10.46, -6.74, 0.71 | Gyro: -63.4, 35.3, -119.5 || MPU2 Acc: -3.12, -5.59, 5.73 | Gyro: 34.2, -86.3, -89.0 || Time: 19538 ms
Enc Cnt: -46 | Angle: -11.5° || MPU1 Acc: -10.46, -13.73, -7.22 | Gyro: -51.5, -12.2, 2.7 || MPU2 Acc: 7.63, -6.33, -5.90 | Gyro: 23.0, -58.8, -116.5 || Time: 19548 ms
Enc Cnt: -41 | Angle: -10.5° || MPU1 Acc: -1.52, -1.77, 3.20 | Gyro: -22.4, 3.9, -5.2 || MPU2 Acc: -3.65, 4.38, 6.83 | Gyro: 34.1, -36.0, -105.3 || Time: 19558 ms
Enc Cnt: -37 | Angle: -9.3° || MPU1 Acc: -1.65, 3.22, -12.02 | Gyro: -2.2, 0.9, -24.3 || MPU2 Acc: 0.11, 1.60, 2.15 | Gyro: 11.9, -5.8, -102.4 || Time: 19569 ms
Enc Cnt: -33 | Angle: -8.3° || MPU1 Acc: -7.87, 0.81, -17.63 | Gyro: -8.2, 6.9, 2.2 || MPU2 Acc: 1.28, 0.77, 0.45 | Gyro: -3.3, -9.1, -92.3 || Time: 19579 ms
Enc Cnt: -30 | Angle: -7.5° || MPU1 Acc: 1.47, 0.69, 2.19 | Gyro: -0.0, 21.0, -3.0 || MPU2 Acc: 1.62, -0.83, 1.45 | Gyro: -10.4, -6.7, -77.0 || Time: 19589 ms
Enc Cnt: -26 | Angle: -6.7° || MPU1 Acc: 0.18, 0.39, -0.34 | Gyro: 1.6, 21.4, -1.4 || MPU2 Acc: -0.58, 0.28, 1.23 | Gyro: -22.2, -0.1, -67.7 || Time: 19601 ms
Enc Cnt: -24 | Angle: -6.0° || MPU1 Acc: -0.34, 0.03, -0.32 | Gyro: 0.3, 27.9, -0.4 || MPU2 Acc: -0.49, -0.04, 0.46 | Gyro: -27.4, -1.8, -65.0 || Time: 19611 ms
Enc Cnt: -22 | Angle: -5.5° || MPU1 Acc: -0.33, 0.21, -0.99 | Gyro: 0.8, 25.3, -0.5 || MPU2 Acc: 0.49, -0.46, -0.77 | Gyro: -25.3, -5.0, -60.3 || Time: 19621 ms
Enc Cnt: -19 | Angle: -5.0° || MPU1 Acc: -0.20, 0.12, -0.60 | Gyro: 0.8, 20.3, -0.3 || MPU2 Acc: 0.20, -0.55, -1.12 | Gyro: -21.0, -5.3, -53.6 || Time: 19632 ms
Enc Cnt: -18 | Angle: -4.5° || MPU1 Acc: 0.16, 0.13, 0.22 | Gyro: 0.6, 19.1, -0.6 || MPU2 Acc: 0.59, -0.33, -0.88 | Gyro: -16.8, -4.7, -48.5 || Time: 19641 ms
Enc Cnt: -16 | Angle: -4.0° || MPU1 Acc: 0.13, 0.12, 0.03 | Gyro: 1.1, 15.8, -0.5 || MPU2 Acc: 0.54, -0.46, -0.90 | Gyro: -13.8, -4.1, -42.5 || Time: 19651 ms
Enc Cnt: -15 | Angle: -3.7° || MPU1 Acc: 0.07, 0.20, -0.52 | Gyro: 0.6, 13.2, -0.6 || MPU2 Acc: 0.33, -0.27, -0.62 | Gyro: -13.1, -3.8, -37.9 || Time: 19661 ms
Enc Cnt: -13 | Angle: -3.2° || MPU1 Acc: 0.03, 0.08, -0.27 | Gyro: 0.9, 11.8, -0.8 || MPU2 Acc: 0.39, -0.28, -0.54 | Gyro: -12.3, -3.0, -33.4 || Time: 19671 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: 0.05, 0.18, -0.35 | Gyro: 0.6, 10.4, -0.5 || MPU2 Acc: -0.01, -0.35, -0.32 | Gyro: -10.3, -3.5, -30.3 || Time: 19681 ms
Enc Cnt: -11 | Angle: -2.7° || MPU1 Acc: 0.01, 0.07, -0.47 | Gyro: 0.7, 9.4, -0.4 || MPU2 Acc: -0.36, -0.18, -0.64 | Gyro: -10.3, -4.9, -29.0 || Time: 19691 ms
Enc Cnt: -10 | Angle: -2.5° || MPU1 Acc: 0.14, 0.10, -0.31 | Gyro: 0.7, 9.2, -0.6 || MPU2 Acc: -0.45, -0.14, -0.34 | Gyro: -9.3, -6.2, -29.6 || Time: 19702 ms
Enc Cnt: -9 | Angle: -2.2° || MPU1 Acc: 0.21, 0.25, -0.38 | Gyro: -0.0, 9.3, -0.8 || MPU2 Acc: 0.03, -0.05, -0.37 | Gyro: -8.6, -6.0, -29.7 || Time: 19712 ms
Enc Cnt: -7 | Angle: -2.0° || MPU1 Acc: 0.19, 0.29, -0.32 | Gyro: 0.3, 8.2, -1.4 || MPU2 Acc: 0.27, -0.14, -0.56 | Gyro: -8.5, -4.3, -28.0 || Time: 19722 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: 0.11, 0.19, -0.21 | Gyro: 0.9, 6.6, -1.9 || MPU2 Acc: 0.68, -0.29, -0.51 | Gyro: -8.5, -0.6, -23.7 || Time: 19737 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: -0.09, 0.02, -0.69 | Gyro: 1.1, 4.8, -1.9 || MPU2 Acc: 0.51, -0.09, -0.78 | Gyro: -7.5, 1.4, -20.7 || Time: 19747 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: 0.17, 0.14, -0.29 | Gyro: 1.1, 3.9, -1.9 || MPU2 Acc: 0.17, -0.13, -0.46 | Gyro: -7.0, 2.2, -18.4 || Time: 19757 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -0.02, 0.09, -0.52 | Gyro: 0.8, 3.6, -2.0 || MPU2 Acc: 0.00, -0.01, -0.70 | Gyro: -7.0, 1.2, -17.6 || Time: 19768 ms
Enc Cnt: -3 | Angle: -1.0° || MPU1 Acc: -0.06, 0.07, -0.40 | Gyro: 1.0, 3.4, -2.0 || MPU2 Acc: 0.14, -0.08, -0.63 | Gyro: -5.8, 0.7, -17.8 || Time: 19778 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.06, 0.11, -0.50 | Gyro: 1.1, 2.5, -2.0 || MPU2 Acc: 0.25, -0.01, -0.76 | Gyro: -4.1, 0.0, -16.4 || Time: 19788 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: 0.06, 0.03, -0.39 | Gyro: 1.0, 3.2, -2.1 || MPU2 Acc: 0.41, 0.02, -0.28 | Gyro: -5.1, 0.3, -15.1 || Time: 19798 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: -0.04, 0.06, -0.49 | Gyro: 0.6, 3.0, -1.6 || MPU2 Acc: 0.43, 0.13, -0.51 | Gyro: -5.9, 0.9, -14.1 || Time: 19808 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: 0.02, 0.05, -0.39 | Gyro: 0.5, 3.8, -1.7 || MPU2 Acc: 0.24, 0.03, -0.54 | Gyro: -5.7, 1.3, -12.4 || Time: 19818 ms
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: 0.02, 0.02, -0.38 | Gyro: 0.5, 4.3, -1.8 || MPU2 Acc: 0.11, 0.03, -0.56 | Gyro: -6.4, 0.3, -12.4 || Time: 19828 ms
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: 0.03, 0.12, -0.50 | Gyro: 0.2, 4.2, -1.4 || MPU2 Acc: 0.15, 0.05, -0.47 | Gyro: -5.7, -0.4, -12.6 || Time: 19839 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: 0.08, 0.04, -0.39 | Gyro: 0.6, 4.1, -1.4 || MPU2 Acc: 0.12, 0.09, -0.51 | Gyro: -4.7, -0.4, -12.3 || Time: 19848 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: 0.09, 0.08, -0.32 | Gyro: 0.7, 4.7, -1.3 || MPU2 Acc: -0.05, -0.02, -0.57 | Gyro: -5.2, -0.9, -12.9 || Time: 19858 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: 0.21, 0.05, -0.25 | Gyro: 0.7, 3.9, -1.1 || MPU2 Acc: -0.05, -0.08, -0.43 | Gyro: -4.3, -0.9, -13.7 || Time: 19870 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: 0.08, 0.05, -0.50 | Gyro: 0.1, 3.3, -1.0 || MPU2 Acc: 0.21, 0.07, -0.97 | Gyro: -2.8, -1.3, -14.0 || Time: 19880 ms
Enc Cnt: 2 | Angle: 0.5° || MPU1 Acc: 0.05, 0.11, -0.63 | Gyro: -0.1, 3.1, -0.7 || MPU2 Acc: 0.33, 0.08, -0.67 | Gyro: -1.8, -1.5, -13.9 || Time: 19890 ms
